Episode,Reward,Timesteps
14070,19.2,252749
14071,19.0,252759
14072,19.3,252766
14073,19.7,252769
14074,19.1,252778
14075,19.6,252782
14076,19.4,252788
14077,19.3,252795
14078,19.1,252804
14079,18.4,252820
14080,19.2,252828
14081,18.8,252840
14082,19.3,252847
14083,19.7,252850
14084,19.1,252859
14085,19.4,252865
14086,19.4,252871
14087,19.5,252876
14088,19.1,252885
14089,18.4,252901
14090,19.2,252909
14091,19.0,252919
14092,18.5,252929
14093,19.7,252932
14094,19.1,252941
14095,19.6,252945
14096,19.4,252951
14097,19.5,252956
14098,19.1,252965
14099,18.4,252981
14100,19.2,252989
14101,19.0,252999
14102,19.3,253006
14103,19.7,253009
14104,19.1,253018
14105,19.6,253022
14106,19.4,253028
14107,19.5,253033
14108,19.1,253042
14109,18.4,253058
14110,19.2,253066
14111,19.0,253076
14112,19.3,253083
14113,19.7,253086
14114,19.1,253095
14115,19.6,253099
14116,19.4,253105
14117,19.5,253110
14118,19.1,253119
14119,18.4,253135
14120,19.2,253143
14121,19.0,253153
14122,19.3,253160
14123,19.7,253163
14124,19.1,253172
14125,19.6,253176
14126,19.4,253182
14127,19.5,253187
14128,19.1,253196
14129,18.4,253212
14130,19.2,253220
14131,19.0,253230
14132,19.3,253237
14133,19.7,253240
14134,19.1,253249
14135,19.6,253253
14136,19.4,253259
14137,19.5,253264
14138,19.1,253273
14139,18.4,253289
14140,19.2,253297
14141,18.8,253309
14142,19.3,253316
14143,19.7,253319
14144,19.1,253328
14145,19.6,253332
14146,19.4,253338
14147,19.5,253343
14148,19.1,253352
14149,18.4,253368
14150,19.2,253376
14151,19.0,253386
14152,19.3,253393
14153,19.7,253396
14154,19.1,253405
14155,19.6,253409
14156,19.4,253415
14157,19.5,253420
14158,19.1,253429
14159,18.4,253445
14160,19.2,253453
14161,19.0,253463
14162,19.3,253470
14163,19.7,253473
14164,19.1,253482
14165,19.6,253486
14166,19.4,253492
14167,19.5,253497
14168,19.1,253506
14169,18.4,253522
14170,19.0,253532
14171,19.0,253542
14172,19.3,253549
14173,19.7,253552
14174,19.1,253561
14175,19.6,253565
14176,19.4,253571
14177,19.5,253576
14178,19.1,253585
14179,18.4,253601
14180,19.2,253609
14181,19.0,253619
14182,19.3,253626
14183,19.6,253630
14184,19.1,253639
14185,19.6,253643
14186,19.4,253649
14187,19.5,253654
14188,18.5,253664
14189,18.4,253680
14190,18.6,253694
14191,19.0,253704
14192,19.3,253711
14193,19.7,253714
14194,19.1,253723
14195,19.6,253727
14196,19.4,253733
14197,19.5,253738
14198,19.1,253747
14199,18.4,253763
14200,19.2,253771
14201,19.0,253781
14202,19.1,253790
14203,19.7,253793
14204,18.9,253804
14205,19.6,253808
14206,19.4,253814
14207,19.5,253819
14208,19.1,253828
14209,18.4,253844
14210,19.2,253852
14211,19.0,253862
14212,19.3,253869
14213,19.7,253872
14214,19.1,253881
14215,19.6,253885
14216,19.4,253891
14217,19.5,253896
14218,19.1,253905
14219,18.4,253921
14220,19.2,253929
14221,19.0,253939
14222,19.3,253946
14223,19.7,253949
14224,19.1,253958
14225,19.6,253962
14226,19.4,253968
14227,19.5,253973
14228,19.1,253982
14229,17.4,254003
14230,19.2,254011
14231,19.0,254021
14232,19.3,254028
14233,19.7,254031
14234,19.1,254040
14235,19.6,254044
14236,19.4,254050
14237,19.5,254055
14238,19.1,254064
14239,18.0,254084
14240,19.2,254092
14241,19.0,254102
14242,18.5,254112
14243,19.7,254115
14244,19.1,254124
14245,19.6,254128
14246,19.4,254134
14247,19.5,254139
14248,19.1,254148
14249,18.4,254164
14250,19.2,254172
14251,19.0,254182
14252,19.1,254191
14253,19.7,254194
14254,19.1,254203
14255,19.6,254207
14256,19.4,254213
14257,19.5,254218
14258,19.1,254227
14259,18.2,254245
14260,19.2,254253
14261,19.0,254263
14262,19.3,254270
14263,19.7,254273
14264,19.1,254282
14265,19.6,254286
14266,19.4,254292
14267,19.5,254297
14268,19.1,254306
14269,17.8,254323
14270,19.2,254331
14271,18.8,254343
14272,19.1,254352
14273,19.7,254355
14274,19.1,254364
14275,19.6,254368
14276,19.4,254374
14277,19.3,254381
14278,18.9,254392
14279,18.4,254408
14280,19.2,254416
14281,19.0,254426
14282,19.3,254433
14283,19.7,254436
14284,19.1,254445
14285,19.6,254449
14286,19.4,254455
14287,19.5,254460
14288,19.1,254469
14289,18.4,254485
14290,19.2,254493
14291,19.0,254503
14292,19.3,254510
14293,19.7,254513
14294,19.1,254522
14295,19.6,254526
14296,19.4,254532
14297,19.5,254537
14298,19.1,254546
14299,18.2,254564
14300,19.0,254574
14301,19.0,254584
14302,19.1,254593
14303,19.7,254596
14304,19.1,254605
14305,19.6,254609
14306,19.4,254615
14307,19.5,254620
14308,19.1,254629
14309,18.4,254645
14310,19.2,254653
14311,19.0,254663
14312,19.3,254670
14313,19.7,254673
14314,19.1,254682
14315,19.6,254686
14316,19.4,254692
14317,19.5,254697
14318,19.1,254706
14319,18.4,254722
14320,19.2,254730
14321,19.0,254740
14322,19.1,254749
14323,19.7,254752
14324,19.1,254761
14325,19.6,254765
14326,19.4,254771
14327,19.5,254776
14328,19.1,254785
14329,18.4,254801
14330,19.2,254809
14331,19.0,254819
14332,19.3,254826
14333,19.7,254829
14334,19.1,254838
14335,19.6,254842
14336,19.4,254848
14337,19.5,254853
14338,19.1,254862
14339,18.4,254878
14340,19.2,254886
14341,19.0,254896
14342,19.3,254903
14343,19.7,254906
14344,19.1,254915
14345,19.6,254919
14346,19.4,254925
14347,19.5,254930
14348,19.1,254939
14349,18.4,254955
14350,19.2,254963
14351,19.0,254973
14352,19.1,254982
14353,19.7,254985
14354,19.1,254994
14355,19.6,254998
14356,19.4,255004
14357,19.5,255009
14358,18.9,255020
14359,18.0,255040
14360,19.2,255048
14361,19.0,255058
14362,18.5,255073
14363,19.7,255076
14364,19.1,255085
14365,19.6,255089
14366,19.4,255095
14367,19.5,255100
14368,19.1,255109
14369,18.2,255127
14370,19.0,255137
14371,19.0,255147
14372,18.5,255162
14373,19.7,255165
14374,19.1,255174
14375,19.6,255178
14376,19.4,255184
14377,19.4,255190
14378,19.1,255199
14379,18.4,255215
14380,19.2,255223
14381,18.8,255235
14382,18.9,255246
14383,19.7,255249
14384,18.5,255259
14385,19.6,255263
14386,19.4,255269
14387,19.5,255274
14388,18.5,255284
14389,18.4,255300
14390,19.0,255310
14391,19.0,255320
14392,18.5,255335
14393,19.7,255338
14394,19.1,255347
14395,19.6,255351
14396,19.4,255357
14397,19.5,255362
14398,19.1,255371
14399,18.2,255389
14400,19.2,255397
14401,19.0,255407
14402,19.1,255416
14403,19.7,255419
14404,19.1,255428
14405,19.6,255432
14406,19.4,255438
14407,19.5,255443
14408,19.1,255452
14409,17.6,255471
14410,19.2,255479
14411,19.0,255489
14412,18.3,255501
14413,19.7,255504
14414,19.1,255513
14415,19.6,255517
14416,19.4,255523
14417,19.5,255528
14418,19.1,255537
14419,18.4,255553
14420,18.8,255565
14421,19.0,255575
14422,19.1,255584
14423,19.7,255587
14424,-91.1,255848
14425,19.6,255852
14426,19.4,255858
14427,19.5,255863
14428,19.1,255872
14429,18.4,255888
14430,19.2,255896
14431,19.0,255906
14432,18.7,255919
14433,19.7,255922
14434,19.1,255931
14435,19.6,255935
14436,19.4,255941
14437,19.5,255946
14438,18.9,255957
14439,18.4,255973
14440,19.2,255981
14441,19.0,255991
14442,18.7,256004
14443,19.7,256007
14444,19.1,256016
14445,19.6,256020
14446,19.4,256026
14447,18.9,256032
14448,19.1,256041
14449,18.4,256057
14450,19.2,256065
14451,19.0,256075
14452,19.3,256082
14453,19.7,256085
14454,18.5,256095
14455,19.6,256099
14456,19.4,256105
14457,19.5,256110
14458,19.1,256119
14459,18.4,256135
14460,19.2,256143
14461,19.0,256153
14462,19.3,256160
14463,19.7,256163
14464,19.1,256172
14465,19.6,256176
14466,19.4,256182
14467,19.5,256187
14468,18.9,256198
14469,18.4,256214
14470,19.0,256224
14471,19.0,256234
14472,19.1,256243
14473,19.7,256246
14474,19.1,256255
14475,19.6,256259
14476,19.4,256265
14477,19.5,256270
14478,19.1,256279
14479,18.4,256295
14480,19.2,256303
14481,19.0,256313
14482,19.3,256320
14483,19.7,256323
14484,19.1,256332
14485,19.6,256336
14486,19.4,256342
14487,19.5,256347
14488,19.1,256356
14489,18.4,256372
14490,19.2,256380
14491,19.0,256390
14492,19.1,256399
14493,19.7,256402
14494,19.1,256411
14495,19.6,256415
14496,19.4,256421
14497,19.5,256426
14498,19.1,256435
14499,18.2,256453
14500,19.2,256461
14501,19.0,256471
14502,19.3,256478
14503,19.7,256481
14504,19.1,256490
14505,19.6,256494
14506,19.4,256500
14507,19.5,256505
14508,19.1,256514
14509,18.4,256530
14510,19.0,256540
14511,19.0,256550
14512,19.3,256557
14513,19.7,256560
14514,19.1,256569
14515,19.6,256573
14516,19.4,256579
14517,18.9,256590
14518,19.1,256599
14519,18.4,256615
14520,19.2,256623
14521,19.0,256633
14522,19.3,256640
14523,19.7,256643
14524,19.1,256652
14525,19.6,256656
14526,19.4,256662
14527,19.5,256667
14528,19.1,256676
14529,18.0,256696
14530,19.2,256704
14531,19.0,256714
14532,19.3,256721
14533,19.7,256724
14534,19.1,256733
14535,19.6,256737
14536,19.4,256743
14537,19.5,256748
14538,19.1,256757
14539,18.4,256773
14540,19.0,256783
14541,19.0,256793
14542,19.3,256800
14543,19.7,256803
14544,19.1,256812
14545,19.6,256816
14546,19.4,256822
14547,19.5,256827
14548,19.1,256836
14549,18.4,256852
14550,19.0,256862
14551,19.0,256872
14552,19.3,256879
14553,19.7,256882
14554,19.1,256891
14555,19.6,256895
14556,19.4,256901
14557,19.5,256906
14558,19.1,256915
14559,18.0,256935
14560,19.2,256943
14561,19.0,256953
14562,19.3,256960
14563,19.7,256963
14564,19.1,256972
14565,19.6,256976
14566,19.4,256982
14567,19.5,256987
14568,19.1,256996
14569,18.0,257016
14570,19.2,257024
14571,19.0,257034
14572,19.3,257041
14573,19.7,257044
14574,19.1,257053
14575,19.6,257057
14576,19.4,257063
14577,19.5,257068
14578,19.1,257077
14579,18.4,257093
14580,19.2,257101
14581,19.0,257111
14582,19.1,257120
14583,19.7,257123
14584,19.1,257132
14585,19.6,257136
14586,19.4,257142
14587,19.5,257147
14588,18.5,257157
14589,18.4,257173
14590,19.2,257181
14591,19.0,257191
14592,19.3,257198
14593,19.7,257201
14594,19.1,257210
14595,19.6,257214
14596,19.4,257220
14597,19.5,257225
14598,18.5,257235
14599,18.4,257251
14600,19.2,257259
14601,19.0,257269
14602,19.3,257276
14603,19.7,257279
14604,19.1,257288
14605,19.6,257292
14606,19.0,257302
14607,19.5,257307
14608,19.1,257316
14609,18.4,257332
14610,19.2,257340
14611,19.0,257350
14612,19.1,257359
14613,19.7,257362
14614,19.1,257371
14615,19.6,257375
14616,19.4,257381
14617,19.5,257386
14618,18.9,257397
14619,18.2,257415
14620,19.0,257425
14621,19.0,257435
14622,19.3,257442
14623,19.7,257445
14624,19.1,257454
14625,19.6,257458
14626,19.4,257464
14627,19.5,257469
14628,19.1,257478
14629,18.4,257494
14630,19.2,257502
14631,19.0,257512
14632,19.3,257519
14633,19.7,257522
14634,19.1,257531
14635,19.4,257537
14636,19.4,257543
14637,19.5,257548
14638,19.1,257557
14639,18.4,257573
14640,19.2,257581
14641,19.0,257591
14642,19.3,257598
14643,19.7,257601
14644,19.1,257610
14645,19.6,257614
14646,19.4,257620
14647,19.5,257625
14648,19.1,257634
14649,17.8,257651
14650,19.2,257659
14651,18.8,257671
14652,19.1,257680
14653,19.7,257683
14654,19.1,257692
14655,19.6,257696
14656,19.4,257702
14657,19.5,257707
14658,19.1,257716
14659,18.4,257732
14660,19.2,257740
14661,19.0,257750
14662,19.1,257759
14663,19.7,257762
14664,18.9,257773
14665,19.6,257777
14666,19.4,257783
14667,19.5,257788
14668,19.1,257797
14669,18.2,257815
14670,19.2,257823
14671,19.0,257833
14672,19.1,257842
14673,19.7,257845
14674,19.1,257854
14675,19.6,257858
14676,19.4,257864
14677,19.5,257869
14678,19.1,257878
14679,18.4,257894
14680,19.2,257902
14681,19.0,257912
14682,19.1,257921
14683,19.7,257924
14684,19.1,257933
14685,19.6,257937
14686,19.4,257943
14687,19.5,257948
14688,19.1,257957
14689,18.4,257973
14690,19.2,257981
14691,19.0,257991
14692,19.3,257998
14693,19.7,258001
14694,19.1,258010
14695,19.6,258014
14696,19.4,258020
14697,19.5,258025
14698,19.1,258034
14699,18.4,258050
14700,18.8,258062
14701,19.0,258072
14702,19.3,258079
14703,19.7,258082
14704,-570.5,259082
14705,16.5,259097
14706,19.6,259101
14707,19.4,259107
14708,19.3,259114
14709,19.1,259123
14710,18.4,259139
14711,19.2,259147
14712,19.0,259157
14713,19.3,259164
14714,19.7,259167
14715,-409.9,259931
14716,19.6,259935
14717,19.4,259941
14718,19.5,259946
14719,19.1,259955
14720,18.4,259971
14721,19.0,259981
14722,19.0,259991
14723,19.3,259998
14724,19.7,260001
14725,-109.3,260259
14726,19.6,260263
14727,19.4,260269
14728,19.3,260276
14729,19.1,260285
14730,18.4,260301
14731,19.2,260309
14732,19.0,260319
14733,19.3,260326
14734,19.7,260329
14735,-18.5,260419
14736,19.6,260423
14737,19.4,260429
14738,19.4,260435
14739,19.1,260444
14740,18.2,260462
14741,19.2,260470
14742,19.0,260480
14743,19.3,260487
14744,19.7,260490
14745,-23.5,260600
14746,19.6,260604
14747,19.4,260610
14748,19.3,260617
14749,19.1,260626
14750,18.4,260642
14751,18.6,260656
14752,19.0,260666
14753,19.3,260673
14754,19.7,260676
14755,-18.1,260757
14756,19.6,260761
14757,19.4,260767
14758,19.5,260772
14759,19.1,260781
14760,18.4,260797
14761,19.0,260807
14762,19.0,260817
14763,19.3,260824
14764,19.7,260827
14765,-32.3,260955
14766,19.6,260959
14767,19.4,260965
14768,19.5,260970
14769,18.9,260981
14770,18.4,260997
14771,19.0,261007
14772,19.0,261017
14773,19.3,261024
14774,19.7,261027
14775,-31.5,261152
14776,19.6,261156
14777,19.4,261162
14778,19.5,261167
14779,19.1,261176
14780,18.4,261192
14781,19.2,261200
14782,19.0,261210
14783,19.3,261217
14784,19.7,261220
14785,7.5,261255
14786,19.6,261259
14787,19.4,261265
14788,19.5,261270
14789,19.1,261279
14790,18.4,261295
14791,19.2,261303
14792,19.0,261313
14793,19.3,261320
14794,19.7,261323
14795,2.3,261370
14796,19.6,261374
14797,19.4,261380
14798,19.5,261385
14799,19.1,261394
14800,17.6,261413
14801,18.8,261425
14802,19.0,261435
14803,19.3,261442
14804,19.7,261445
14805,15.1,261469
14806,19.6,261473
14807,19.4,261479
14808,19.1,261488
14809,19.1,261497
14810,18.4,261513
14811,19.2,261521
14812,19.0,261531
14813,18.7,261539
14814,19.7,261542
14815,-118.5,261872
14816,19.6,261876
14817,19.4,261882
14818,19.5,261887
14819,19.1,261896
14820,18.4,261912
14821,19.2,261920
14822,19.0,261930
14823,19.3,261937
14824,19.7,261940
14825,-12.9,262029
14826,19.6,262033
14827,19.4,262039
14828,19.3,262046
14829,19.1,262055
14830,18.4,262071
14831,19.2,262079
14832,19.0,262089
14833,19.3,262096
14834,19.7,262099
14835,18.5,262109
14836,19.6,262113
14837,19.4,262119
14838,19.4,262125
14839,19.1,262134
14840,18.4,262150
14841,19.2,262158
14842,19.0,262168
14843,19.3,262175
14844,19.7,262178
14845,18.9,262189
14846,19.6,262193
14847,19.4,262199
14848,18.9,262205
14849,19.1,262214
14850,18.2,262232
14851,19.2,262240
14852,19.0,262250
14853,19.3,262257
14854,19.7,262260
14855,19.1,262269
14856,19.6,262273
14857,19.4,262279
14858,19.5,262284
14859,19.1,262293
14860,18.4,262309
14861,19.2,262317
14862,18.8,262329
14863,19.3,262336
14864,19.7,262339
14865,18.3,262351
14866,19.6,262355
14867,19.4,262361
14868,19.1,262370
14869,19.1,262379
14870,18.4,262395
14871,19.0,262405
14872,19.0,262415
14873,19.3,262422
14874,19.7,262425
14875,18.9,262436
14876,19.6,262440
14877,19.4,262446
14878,19.5,262451
14879,19.1,262460
14880,18.4,262476
14881,19.2,262484
14882,19.0,262494
14883,19.3,262501
14884,19.7,262504
14885,18.3,262516
14886,19.6,262520
14887,19.4,262526
14888,19.5,262531
14889,19.1,262540
14890,18.4,262556
14891,19.2,262564
14892,19.0,262574
14893,19.3,262581
14894,19.7,262584
14895,19.1,262593
14896,19.6,262597
14897,19.4,262603
14898,19.1,262612
14899,19.1,262621
14900,18.4,262637
14901,19.2,262645
14902,19.0,262655
14903,19.3,262662
14904,19.7,262665
14905,19.1,262674
14906,19.6,262678
14907,19.4,262684
14908,19.5,262689
14909,19.1,262698
14910,18.4,262714
14911,19.2,262722
14912,19.0,262732
14913,19.3,262739
14914,19.7,262742
14915,-9.1,262843
14916,19.6,262847
14917,19.4,262853
14918,19.5,262858
14919,19.1,262867
14920,18.4,262883
14921,19.0,262893
14922,19.0,262903
14923,19.3,262910
14924,19.7,262913
14925,18.9,262924
14926,19.6,262928
14927,19.4,262934
14928,19.5,262939
14929,19.1,262948
14930,18.4,262964
14931,19.0,262974
14932,19.0,262984
14933,19.3,262991
14934,19.7,262994
14935,19.1,263003
14936,19.6,263007
14937,19.4,263013
14938,19.5,263018
14939,19.1,263027
14940,18.4,263043
14941,19.0,263053
14942,19.0,263063
14943,19.3,263070
14944,19.7,263073
14945,19.1,263082
14946,19.2,263090
14947,19.4,263096
14948,19.5,263101
14949,19.1,263110
14950,18.2,263128
14951,19.2,263136
14952,19.0,263146
14953,19.3,263153
14954,19.7,263156
14955,16.9,263177
14956,19.6,263181
14957,19.4,263187
14958,19.1,263196
14959,19.1,263205
14960,18.4,263221
14961,18.8,263233
14962,19.0,263243
14963,19.3,263250
14964,19.7,263253
14965,18.3,263265
14966,19.6,263269
14967,19.4,263275
14968,19.5,263280
14969,19.1,263289
14970,18.4,263305
14971,19.2,263313
14972,19.0,263323
14973,19.3,263330
14974,19.7,263333
14975,12.3,263375
14976,19.6,263379
14977,19.4,263385
14978,19.5,263390
14979,18.5,263400
14980,18.4,263416
14981,19.0,263426
14982,19.0,263436
14983,19.3,263443
14984,19.7,263446
14985,-0.9,263510
14986,19.6,263514
14987,19.4,263520
14988,19.4,263526
14989,19.1,263535
14990,18.0,263555
14991,19.2,263563
14992,19.0,263573
14993,19.3,263580
14994,19.7,263583
14995,15.7,263611
14996,19.6,263615
14997,19.4,263621
14998,19.5,263626
14999,18.9,263637
15000,18.4,263653
15001,19.2,263661
15002,18.8,263673
15003,19.3,263680
15004,19.7,263683
15005,18.1,263697
15006,19.6,263701
15007,19.4,263707
15008,19.5,263712
15009,19.1,263721
15010,18.4,263737
15011,19.0,263747
15012,19.0,263757
15013,19.3,263764
15014,19.7,263767
15015,18.5,263777
15016,19.6,263781
15017,19.4,263787
15018,19.5,263792
15019,19.1,263801
15020,18.4,263817
15021,19.0,263827
15022,19.0,263837
15023,19.3,263844
15024,19.7,263847
15025,19.1,263856
15026,19.6,263860
15027,19.4,263866
15028,19.5,263871
15029,19.1,263880
15030,18.4,263896
15031,19.2,263904
15032,19.0,263914
15033,19.3,263921
15034,19.7,263924
15035,12.5,263954
15036,19.6,263958
15037,19.4,263964
15038,19.5,263969
15039,19.1,263978
15040,18.2,263996
15041,19.2,264004
15042,19.0,264014
15043,17.9,264025
15044,19.7,264028
15045,18.5,264038
15046,19.6,264042
15047,19.4,264048
15048,19.5,264053
15049,19.1,264062
15050,18.4,264078
15051,19.0,264088
15052,19.0,264098
15053,19.3,264105
15054,19.7,264108
15055,11.1,264147
15056,19.6,264151
15057,19.4,264157
15058,19.5,264162
15059,19.1,264171
15060,18.2,264189
15061,19.2,264197
15062,19.0,264207
15063,19.3,264214
15064,19.7,264217
15065,18.5,264227
15066,19.6,264231
15067,19.4,264237
15068,19.3,264244
15069,19.1,264253
15070,18.4,264269
15071,19.2,264277
15072,19.0,264287
15073,19.3,264294
15074,19.7,264297
15075,18.9,264308
15076,19.6,264312
15077,19.4,264318
15078,19.3,264325
15079,19.1,264334
15080,18.4,264350
15081,19.2,264358
15082,19.0,264368
15083,19.3,264375
15084,19.7,264378
15085,19.1,264387
15086,19.6,264391
15087,19.4,264397
15088,19.3,264404
15089,19.1,264413
15090,18.4,264429
15091,19.2,264437
15092,18.8,264449
15093,19.1,264458
15094,19.7,264461
15095,18.9,264472
15096,19.6,264476
15097,19.4,264482
15098,19.5,264487
15099,19.1,264496
15100,18.4,264512
15101,19.0,264522
15102,19.0,264532
15103,19.3,264539
15104,19.7,264542
15105,19.1,264551
15106,19.6,264555
15107,19.4,264561
15108,19.5,264566
15109,19.1,264575
15110,18.4,264591
15111,19.2,264599
15112,19.0,264609
15113,19.3,264616
15114,19.7,264619
15115,19.1,264628
15116,19.6,264632
15117,19.4,264638
15118,19.5,264643
15119,19.1,264652
15120,18.2,264670
15121,19.2,264678
15122,19.0,264688
15123,19.3,264695
15124,19.7,264698
15125,18.9,264709
15126,19.6,264713
15127,19.4,264719
15128,19.5,264724
15129,19.1,264733
15130,18.4,264749
15131,19.0,264759
15132,19.0,264769
15133,19.3,264776
15134,19.7,264779
15135,19.1,264788
15136,19.6,264792
15137,19.4,264798
15138,18.7,264806
15139,19.1,264815
15140,18.0,264835
15141,19.2,264843
15142,19.0,264853
15143,19.3,264860
15144,19.7,264863
15145,19.1,264872
15146,19.6,264876
15147,19.2,264884
15148,19.5,264889
15149,19.1,264898
15150,18.2,264916
15151,19.2,264924
15152,19.0,264934
15153,19.3,264941
15154,19.7,264944
15155,19.1,264953
15156,19.6,264957
15157,19.4,264963
15158,19.5,264968
15159,19.1,264977
15160,18.0,264997
15161,19.2,265005
15162,19.0,265015
15163,19.3,265022
15164,19.7,265025
15165,19.1,265034
15166,19.6,265038
15167,19.4,265044
15168,19.5,265049
15169,19.1,265058
15170,18.2,265076
15171,19.2,265084
15172,19.0,265094
15173,19.3,265101
15174,19.7,265104
15175,18.9,265115
15176,19.6,265119
15177,19.4,265125
15178,19.5,265130
15179,19.1,265139
15180,18.0,265159
15181,19.0,265169
15182,19.0,265179
15183,19.3,265186
15184,19.7,265189
15185,18.7,265202
15186,19.6,265206
15187,19.4,265212
15188,19.5,265217
15189,19.1,265226
15190,18.4,265242
15191,19.2,265250
15192,19.0,265260
15193,19.3,265267
15194,19.7,265270
15195,19.1,265279
15196,19.6,265283
15197,19.4,265289
15198,19.5,265294
15199,19.1,265303
15200,18.2,265321
15201,19.2,265329
15202,19.0,265339
15203,19.3,265346
15204,19.7,265349
15205,19.1,265358
15206,19.6,265362
15207,19.4,265368
15208,19.5,265373
15209,19.1,265382
15210,18.4,265398
15211,19.2,265406
15212,19.0,265416
15213,19.3,265423
15214,19.7,265426
15215,19.1,265435
15216,19.6,265439
15217,19.4,265445
15218,19.5,265450
15219,-571.0,266450
15220,19.1,266459
15221,18.4,266475
15222,19.0,266485
15223,19.0,266495
15224,19.3,266502
15225,19.7,266505
15226,19.1,266514
15227,19.6,266518
15228,19.4,266524
15229,19.5,266529
15230,19.1,266538
15231,17.8,266560
15232,19.2,266568
15233,19.0,266578
15234,19.3,266585
15235,19.7,266588
15236,19.1,266597
15237,19.6,266601
15238,19.4,266607
15239,19.5,266612
15240,19.1,266621
15241,18.4,266637
15242,19.2,266645
15243,19.0,266655
15244,19.3,266662
15245,19.7,266665
15246,18.7,266678
15247,19.6,266682
15248,19.4,266688
15249,19.3,266695
15250,19.1,266704
15251,17.8,266726
15252,19.0,266736
15253,19.0,266746
15254,19.1,266755
15255,19.7,266758
15256,19.1,266767
15257,19.6,266771
15258,19.4,266777
15259,19.5,266782
15260,19.1,266791
15261,18.4,266807
15262,19.2,266815
15263,18.8,266827
15264,19.3,266834
15265,19.7,266837
15266,18.9,266848
15267,19.6,266852
15268,19.4,266858
15269,19.5,266863
15270,19.1,266872
15271,18.4,266888
15272,19.2,266896
15273,19.0,266906
15274,19.3,266913
15275,19.7,266916
15276,19.1,266925
15277,19.6,266929
15278,19.4,266935
15279,19.5,266940
15280,19.1,266949
15281,18.2,266967
15282,19.2,266975
15283,19.0,266985
15284,19.3,266992
15285,19.7,266995
15286,19.1,267004
15287,19.6,267008
15288,19.4,267014
15289,19.5,267019
15290,19.1,267028
15291,18.4,267044
15292,19.2,267052
15293,19.0,267062
15294,19.3,267069
15295,19.7,267072
15296,19.1,267081
15297,19.6,267085
15298,19.4,267091
15299,19.5,267096
15300,19.1,267105
15301,18.2,267123
15302,19.2,267131
15303,19.0,267141
15304,19.3,267148
15305,19.7,267151
15306,19.1,267160
15307,19.6,267164
15308,19.4,267170
15309,19.1,267179
15310,19.1,267188
15311,18.0,267208
15312,19.2,267216
15313,19.0,267226
15314,19.3,267233
15315,19.7,267236
15316,19.1,267245
15317,19.6,267249
15318,19.4,267255
15319,19.5,267260
15320,19.1,267269
15321,18.4,267285
15322,19.2,267293
15323,19.0,267303
15324,19.1,267312
15325,19.7,267315
15326,19.1,267324
15327,19.6,267328
15328,19.4,267334
15329,19.5,267339
15330,19.1,267348
15331,18.4,267364
15332,19.0,267374
15333,18.4,267390
15334,19.3,267397
15335,19.7,267400
15336,18.1,267414
15337,19.6,267418
15338,19.4,267424
15339,19.5,267429
15340,19.1,267438
15341,18.4,267454
15342,19.0,267464
15343,19.0,267474
15344,19.3,267481
15345,19.7,267484
15346,18.7,267497
15347,19.6,267501
15348,19.4,267507
15349,19.5,267512
15350,19.1,267521
15351,18.4,267537
15352,19.2,267545
15353,19.0,267555
15354,19.3,267562
15355,19.7,267565
15356,18.9,267576
15357,19.6,267580
15358,19.4,267586
15359,19.5,267591
15360,19.1,267600
15361,18.4,267616
15362,19.2,267624
15363,19.0,267634
15364,19.3,267641
15365,19.7,267644
15366,19.1,267653
15367,19.6,267657
15368,19.4,267663
15369,19.5,267668
15370,18.9,267679
15371,18.4,267695
15372,19.2,267703
15373,19.0,267713
15374,19.3,267720
15375,19.7,267723
15376,19.1,267732
15377,19.6,267736
15378,19.2,267744
15379,19.5,267749
15380,19.1,267758
15381,18.4,267774
15382,19.2,267782
15383,19.0,267792
15384,19.3,267799
15385,19.7,267802
15386,19.1,267811
15387,19.6,267815
15388,19.2,267823
15389,18.9,267834
15390,19.1,267843
15391,18.4,267859
15392,19.0,267869
15393,19.0,267879
15394,19.1,267888
15395,19.7,267891
15396,18.9,267902
15397,19.6,267906
15398,19.4,267912
15399,19.5,267917
15400,19.1,267926
15401,18.2,267944
15402,19.0,267954
15403,19.0,267964
15404,19.3,267971
15405,19.7,267974
15406,19.1,267983
15407,19.6,267987
15408,19.4,267993
15409,19.5,267998
15410,19.1,268007
15411,18.4,268023
15412,19.0,268033
15413,19.0,268043
15414,19.3,268050
15415,19.7,268053
15416,19.1,268062
15417,19.6,268066
15418,19.4,268072
15419,19.4,268078
15420,19.1,268087
15421,18.4,268103
15422,19.2,268111
15423,19.0,268121
15424,19.3,268128
15425,19.7,268131
15426,19.1,268140
15427,19.6,268144
15428,19.4,268150
15429,19.5,268155
15430,19.1,268164
15431,18.4,268180
15432,19.2,268188
15433,19.0,268198
15434,19.3,268205
15435,19.7,268208
15436,18.9,268219
15437,19.6,268223
15438,19.4,268229
15439,19.3,268236
15440,19.1,268245
15441,18.2,268263
15442,19.2,268271
15443,19.0,268281
15444,19.3,268288
15445,19.7,268291
15446,18.7,268304
15447,19.6,268308
15448,19.4,268314
15449,19.5,268319
15450,19.1,268328
15451,18.4,268344
15452,19.2,268352
15453,19.0,268362
15454,19.3,268369
15455,19.7,268372
15456,19.1,268381
15457,19.6,268385
15458,19.4,268391
15459,19.4,268397
15460,19.1,268406
15461,18.4,268422
15462,18.8,268434
15463,19.0,268444
15464,19.3,268451
15465,19.7,268454
15466,19.1,268463
